response_id,sentiment_score,word_count,Ppron,Inhib,Space,Filler,Ipron,Time,Humans,SheHe,Percept,Verbs,Quant,Body,Relativ,Nonflu,AuxVb,Cause,Sexual,Relig,Bio,Tentat,Incl,Leisure,Prep,Health,I,Hear,They,Posemo,Affect,Excl,Discrep,Present,CogMech,Death,Work,We,Ingest,Motion,Negate,Achiev,Swear,Social,Friends,Family,Pronoun,Funct,Feel,Money,Insight,Assent,Sad,Past,See,Future,Adverbs,Numbers,Certain,Anger,Home,Conj,Anx,Negemo,You,Article
35,-1.9453438490284518,29,1.0434782608695652,0.0,1.4782608695652173,0.0,0.782608695652174,0.8695652173913043,0.08695652173913043,0.0,0.2608695652173913,1.4782608695652173,0.34782608695652173,0.043478260869565216,2.739130434782609,0.21739130434782608,1.0434782608695652,0.6521739130434783,0.0,0.0,0.13043478260869565,0.34782608695652173,0.5652173913043478,0.30434782608695654,2.5652173913043477,0.08695652173913043,0.21739130434782608,0.08695652173913043,0.5217391304347826,0.6956521739130435,0.7391304347826086,0.30434782608695654,0.21739130434782608,0.782608695652174,2.608695652173913,0.0,1.2173913043478262,0.30434782608695654,0.0,0.43478260869565216,0.08695652173913043,0.6086956521739131,0.0,1.826086956521739,0.0,0.0,1.826086956521739,8.73913043478261,0.08695652173913043,0.17391304347826086,0.5652173913043478,0.0,0.0,0.391304347826087,0.17391304347826086,0.21739130434782608,0.8695652173913043,0.21739130434782608,0.13043478260869565,0.0,0.043478260869565216,0.6086956521739131,0.0,0.043478260869565216,0.0,1.608695652173913
36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2.2744578609271247,34,1.04,0.0,1.4,0.0,0.76,0.8,0.08,0.0,0.28,1.68,0.36,0.04,2.56,0.2,1.16,0.68,0.0,0.0,0.12,0.32,0.56,0.28,2.56,0.08,0.28,0.08,0.48,0.64,0.68,0.28,0.2,0.88,2.64,0.0,1.12,0.28,0.0,0.4,0.08,0.56,0.0,1.68,0.0,0.0,1.8,8.8,0.12,0.16,0.6,0.0,0.0,0.44,0.16,0.2,0.84,0.2,0.12,0.0,0.04,0.68,0.0,0.04,0.0,1.6
38,-1.5687253317957166,9,4.333333333333333,0.0,6.0,0.0,3.1666666666666665,3.3333333333333335,0.3333333333333333,0.0,1.1666666666666667,7.166666666666667,1.6666666666666667,0.16666666666666666,10.833333333333334,0.8333333333333334,4.833333333333333,2.8333333333333335,0.0,0.0,0.5,1.5,2.3333333333333335,1.1666666666666667,11.0,0.3333333333333333,1.1666666666666667,0.3333333333333333,2.0,2.6666666666666665,2.8333333333333335,1.1666666666666667,0.8333333333333334,3.6666666666666665,11.166666666666666,0.0,5.0,1.1666666666666667,0.0,1.6666666666666667,0.3333333333333333,2.5,0.0,7.0,0.0,0.0,7.5,37.333333333333336,0.5,0.6666666666666666,2.5,0.0,0.0,2.0,0.6666666666666666,0.8333333333333334,3.5,0.8333333333333334,0.5,0.0,0.16666666666666666,2.8333333333333335,0.0,0.16666666666666666,0.0,6.833333333333333
39,-0.4828395361640867,17,2.888888888888889,0.0,4.0,0.0,2.111111111111111,2.3333333333333335,0.2222222222222222,0.0,0.7777777777777778,5.0,1.1111111111111112,0.1111111111111111,7.333333333333333,0.5555555555555556,3.4444444444444446,1.8888888888888888,0.0,0.0,0.3333333333333333,1.0,1.7777777777777777,0.7777777777777778,7.444444444444445,0.2222222222222222,0.7777777777777778,0.2222222222222222,1.3333333333333333,1.7777777777777777,1.8888888888888888,0.7777777777777778,0.5555555555555556,2.4444444444444446,7.666666666666667,0.0,3.5555555555555554,0.7777777777777778,0.0,1.1111111111111112,0.2222222222222222,1.6666666666666667,0.0,4.666666666666667,0.0,0.0,5.0,25.444444444444443,0.3333333333333333,0.4444444444444444,1.6666666666666667,0.1111111111111111,0.0,1.5555555555555556,0.4444444444444444,0.5555555555555556,2.3333333333333335,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,2.111111111111111,0.0,0.1111111111111111,0.0,4.555555555555555
40,3.090891162653371,7,4.333333333333333,0.0,6.0,0.0,3.3333333333333335,3.5,0.3333333333333333,0.0,1.1666666666666667,7.833333333333333,1.6666666666666667,0.16666666666666666,11.0,0.8333333333333334,5.166666666666667,2.8333333333333335,0.0,0.0,0.5,1.5,2.6666666666666665,1.1666666666666667,11.166666666666666,0.3333333333333333,1.1666666666666667,0.3333333333333333,2.0,2.8333333333333335,3.0,1.3333333333333333,1.0,3.8333333333333335,11.833333333333334,0.0,5.5,1.1666666666666667,0.0,1.6666666666666667,0.3333333333333333,2.5,0.0,7.166666666666667,0.0,0.0,7.666666666666667,38.666666666666664,0.5,0.8333333333333334,2.5,0.16666666666666666,0.0,2.5,0.6666666666666666,0.8333333333333334,3.6666666666666665,0.8333333333333334,0.5,0.0,0.16666666666666666,3.1666666666666665,0.0,0.16666666666666666,0.0,7.0
41,0.4880803429861791,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3.84056278931179,16,2.25,0.0,3.0833333333333335,0.0,1.75,1.75,0.16666666666666666,0.0,0.5833333333333334,4.083333333333333,0.9166666666666666,0.08333333333333333,5.666666666666667,0.4166666666666667,2.75,1.4166666666666667,0.0,0.0,0.25,0.75,1.4166666666666667,0.5833333333333334,5.833333333333333,0.16666666666666666,0.5833333333333334,0.16666666666666666,1.0,1.5833333333333333,1.6666666666666667,0.6666666666666666,0.5,1.9166666666666667,6.083333333333333,0.0,2.75,0.6666666666666666,0.0,0.9166666666666666,0.16666666666666666,1.3333333333333333,0.0,3.6666666666666665,0.0,0.0,4.0,20.0,0.25,0.4166666666666667,1.25,0.08333333333333333,0.0,1.4166666666666667,0.3333333333333333,0.4166666666666667,1.8333333333333333,0.4166666666666667,0.3333333333333333,0.0,0.08333333333333333,1.5833333333333333,0.0,0.08333333333333333,0.0,3.5
43,2.733560473693962,44,0.8285714285714286,0.0,1.1714285714285715,0.0,0.6285714285714286,0.6,0.05714285714285714,0.0,0.22857142857142856,1.4857142857142858,0.34285714285714286,0.02857142857142857,2.085714285714286,0.14285714285714285,1.0,0.5714285714285714,0.0,0.0,0.08571428571428572,0.2857142857142857,0.6285714285714286,0.2,2.257142857142857,0.05714285714285714,0.2,0.05714285714285714,0.37142857142857144,0.5714285714285714,0.6,0.2571428571428571,0.17142857142857143,0.6571428571428571,2.3714285714285714,0.0,1.0,0.2571428571428571,0.0,0.34285714285714286,0.05714285714285714,0.4857142857142857,0.0,1.4285714285714286,0.0,0.0,1.457142857142857,7.571428571428571,0.08571428571428572,0.2,0.42857142857142855,0.02857142857142857,0.0,0.5428571428571428,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.11428571428571428,0.0,0.02857142857142857,0.6571428571428571,0.0,0.02857142857142857,0.0,1.3142857142857143
44,0.37747154601004046,2,29.0,0.0,41.0,0.0,22.0,21.0,2.0,0.0,8.0,52.0,12.0,1.0,73.0,5.0,35.0,20.0,0.0,0.0,3.0,10.0,22.0,7.0,79.0,2.0,7.0,2.0,13.0,20.0,21.0,9.0,6.0,23.0,83.0,0.0,35.0,9.0,0.0,12.0,2.0,17.0,0.0,51.0,0.0,0.0,51.0,265.0,3.0,7.0,15.0,1.0,0.0,19.0,5.0,5.0,25.0,5.0,4.0,0.0,1.0,23.0,0.0,1.0,0.0,46.0
