response_id,sentiment_score,Ppron,Inhib,Space,Filler,Ipron,Time,Humans,SheHe,Percept,Verbs,Quant,Body,Relativ,Nonflu,AuxVb,Cause,Sexual,Relig,Bio,Tentat,Incl,Leisure,Prep,Health,I,Hear,They,Posemo,Affect,Excl,Discrep,Present,CogMech,Death,Work,We,Ingest,Motion,Negate,Achiev,Swear,Social,Friends,Family,Pronoun,Funct,Feel,Money,Insight,Assent,Sad,Past,See,Future,Adverbs,Numbers,Certain,Anger,Home,Conj,Anx,Negemo,You,Article
0,3.9875993416215407,0.09090909090909091,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.6363636363636364,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.7128326862059446,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,1.7142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
2,-7.126406194727845,0.13043478260869565,0.0,0.21739130434782608,0.0,0.08695652173913043,0.391304347826087,0.0,0.0,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.0,0.6086956521739131,0.0,0.21739130434782608,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.34782608695652173,0.0,0.13043478260869565,0.0,0.0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.0,0.2608695652173913,0.17391304347826086,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.21739130434782608,1.0869565217391304,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,0.0,0.08695652173913043
3,1.1385391321690836,0.15789473684210525,0.0,0.42105263157894735,0.0,0.15789473684210525,0.5263157894736842,0.0,0.0,0.05263157894736842,0.42105263157894735,0.05263157894736842,0.0,0.9473684210526315,0.0,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.631578947368421,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.0,0.42105263157894735,0.2631578947368421,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.3157894736842105,1.9473684210526316,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.3157894736842105
4,-1.5046453772180697,0.42857142857142855,0.0,1.1428571428571428,0.14285714285714285,0.42857142857142855,1.8571428571428572,0.0,0.0,0.14285714285714285,1.5714285714285714,0.14285714285714285,0.0,2.857142857142857,0.0,1.2857142857142858,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.8571428571428572,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,1.0,0.14285714285714285,0.0,1.4285714285714286,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.8571428571428571,5.714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.8571428571428571
5,-10.254197614912835,0.10526315789473684,0.0,0.2894736842105263,0.05263157894736842,0.15789473684210525,0.42105263157894735,0.0,0.0,0.07894736842105263,0.5263157894736842,0.05263157894736842,0.0,0.6842105263157895,0.02631578947368421,0.4473684210526316,0.05263157894736842,0.0,0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.0,0.4473684210526316,0.05263157894736842,0.10526315789473684,0.0,0.0,0.13157894736842105,0.21052631578947367,0.10526315789473684,0.02631578947368421,0.3157894736842105,0.42105263157894735,0.0,0.13157894736842105,0.0,0.0,0.02631578947368421,0.13157894736842105,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,0.2631578947368421,1.7894736842105263,0.07894736842105263,0.0,0.07894736842105263,0.0,0.0,0.13157894736842105,0.0,0.0,0.21052631578947367,0.02631578947368421,0.0,0.02631578947368421,0.0,0.15789473684210525,0.0,0.07894736842105263,0.0,0.21052631578947367
6,3.7553969732875077,0.2727272727272727,0.0,0.5,0.09090909090909091,0.4090909090909091,0.8181818181818182,0.045454545454545456,0.0,0.13636363636363635,1.0454545454545454,0.09090909090909091,0.0,1.2727272727272727,0.045454545454545456,0.8636363636363636,0.13636363636363635,0.0,0.0,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.045454545454545456,0.8636363636363636,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.3181818181818182,0.5,0.18181818181818182,0.09090909090909091,0.5909090909090909,0.9545454545454546,0.0,0.2727272727272727,0.0,0.0,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.4090909090909091,0.0,0.0,0.6818181818181818,3.6363636363636362,0.13636363636363635,0.0,0.18181818181818182,0.0,0.0,0.3181818181818182,0.0,0.0,0.4090909090909091,0.045454545454545456,0.0,0.045454545454545456,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.36363636363636365
7,7.311515242846682,0.1875,0.0,0.25,0.0625,0.22916666666666666,0.5,0.020833333333333332,0.0,0.08333333333333333,0.625,0.125,0.0,0.7291666666666666,0.020833333333333332,0.4791666666666667,0.0625,0.0,0.0,0.041666666666666664,0.08333333333333333,0.1875,0.0625,0.6041666666666666,0.041666666666666664,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.1875,0.2916666666666667,0.10416666666666667,0.0625,0.3333333333333333,0.5625,0.0,0.25,0.0,0.0,0.041666666666666664,0.10416666666666667,0.125,0.020833333333333332,0.25,0.0,0.0,0.4166666666666667,2.2916666666666665,0.0625,0.0,0.10416666666666667,0.0,0.0,0.1875,0.0,0.0,0.2708333333333333,0.020833333333333332,0.0,0.020833333333333332,0.0,0.22916666666666666,0.0,0.10416666666666667,0.0,0.22916666666666666
8,1.5774702293457228,0.9166666666666666,0.0,1.25,0.25,0.9166666666666666,2.0,0.16666666666666666,0.0,0.3333333333333333,2.6666666666666665,0.5833333333333334,0.0,3.1666666666666665,0.08333333333333333,2.0833333333333335,0.25,0.0,0.0,0.16666666666666666,0.3333333333333333,0.75,0.3333333333333333,2.6666666666666665,0.16666666666666666,0.75,0.08333333333333333,0.16666666666666666,0.75,1.1666666666666667,0.4166666666666667,0.25,1.3333333333333333,2.25,0.0,1.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.5,0.08333333333333333,1.0833333333333333,0.08333333333333333,0.0,1.8333333333333333,10.0,0.25,0.0,0.4166666666666667,0.0,0.0,0.9166666666666666,0.0,0.0,1.25,0.08333333333333333,0.0,0.08333333333333333,0.0,1.0,0.0,0.4166666666666667,0.0,0.9166666666666666
9,-1.7469181740774176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
